pid,role,derm_years,gp_years,years_experience,group,case_index,question_id,n_sources,correct_choice,correct_answer_text,llm_answer,llm_answer_text,llm_is_correct,initial_answer,final_answer,initial_correct,final_correct,answered,changed_answer,initial_eq_llm,final_eq_llm,switched_to_llm,switched_from_llm,n_support,n_support_rated,all_sources_support,any_source_supports,question_type,disease_category,disease_prevalence,original_disease,canonical_disease,disease_subcategory,question_structure
p27,Dermatologist,10+ years,,10+ years,9,14,5693,2,A,Pautrier's microabscess,A,Pautrier's microabscess,True,A,A,True,True,True,False,True,True,False,False,1,2,False,True,diagnosis,Neoplastic,moderate,Mycosis Fungoides,Mycosis Fungoides,Malignant,vignette
p27,Dermatologist,10+ years,,10+ years,9,15,913,3,E,Frequent repositioning,E,Frequent repositioning,True,B,E,False,True,True,True,False,True,True,False,1,3,False,True,treatment,Other,common,Pressure Ulcer,Pressure Ulcer,Traumatic & Environmental,short_stem
p27,Dermatologist,10+ years,,10+ years,9,16,2828,1,D,Terbinafine,D,Terbinafine,True,D,D,True,True,True,False,True,True,False,False,0,1,False,False,treatment,Infectious,common,Tinea Capitis,Tinea Capitis,Fungal,short_stem
p25,Dermatologist,1-3 years,,1-3 years,9,1,1930,1,C,syphilis,C,syphilis,True,C,C,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Infectious,moderate,Syphilis,Syphilis,Bacterial,vignette
p25,Dermatologist,1-3 years,,1-3 years,9,2,3309,3,B,Behcet disease,B,Behcet disease,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,diagnosis,Inflammatory,moderate,Behcet Disease,Behçet's Disease,Neutrophilic,short_stem
p25,Dermatologist,1-3 years,,1-3 years,9,3,2222,3,C,Dermatitis herpetiformis,C,Dermatitis herpetiformis,True,C,C,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Inflammatory,moderate,Dermatitis Herpetiformis,Dermatitis Herpetiformis,Autoimmune,vignette
p25,Dermatologist,1-3 years,,1-3 years,9,4,1318,3,D,Medication,B,Enzyme inhibition,False,D,D,True,True,True,False,False,False,False,False,0,3,False,False,diagnosis,Pigmentation,moderate,Melasma,Melasma,Hyperpigmentation,vignette
p25,Dermatologist,1-3 years,,1-3 years,9,5,6707,3,A,Autosomal dominant,A,Autosomal dominant,True,A,A,True,True,True,False,True,True,False,False,3,3,True,True,epidemiology,Genetic Rare,moderate,Neurofibromatosis Type 1,Neurofibromatosis Type 1,Syndromic,vignette
p25,Dermatologist,1-3 years,,1-3 years,9,6,2781,4,C,Xeroderma pigmentosum,C,Xeroderma pigmentosum,True,C,C,True,True,True,False,True,True,False,False,2,4,False,True,diagnosis,Genetic Rare,rare,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,vignette
p25,Dermatologist,1-3 years,,1-3 years,9,7,131,2,B,Saddle nose,B,Saddle nose,True,C,B,False,True,True,True,False,True,True,False,1,2,False,True,prognosis,Infectious,moderate,Congenital Syphilis,Congenital Syphilis,Bacterial,vignette
p25,Dermatologist,1-3 years,,1-3 years,9,8,325,1,B,CD1a,B,CD1a,True,B,B,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Neoplastic,rare,Langerhans Cell Histiocytosis,Langerhans Cell Histiocytosis,Malignant,vignette
p25,Dermatologist,1-3 years,,1-3 years,9,9,250,3,D,Polyclonal T cell activation,D,Polyclonal T cell activation,True,A,A,False,False,True,False,False,False,False,False,2,3,False,True,mechanism,Infectious,moderate,Toxic Shock Syndrome,Toxic Shock Syndrome,Bacterial,vignette
p25,Dermatologist,1-3 years,,1-3 years,9,10,408,3,C,Lung cancer,A,Dental caries,False,A,A,False,False,True,False,True,True,False,False,3,3,True,True,prognosis,Inflammatory,moderate,Systemic Sclerosis,Systemic Sclerosis,Autoimmune,vignette
p25,Dermatologist,1-3 years,,1-3 years,9,11,1072,1,E,B7,E,B7,True,E,E,True,True,True,False,True,True,False,False,1,1,True,True,mechanism,Neoplastic,common,Melanoma,Melanoma,Malignant,vignette
p25,Dermatologist,1-3 years,,1-3 years,9,12,589,3,A,Frequent turning,A,Frequent turning,True,A,A,True,True,True,False,True,True,False,False,3,3,True,True,treatment,Other,moderate,Pressure Ulcer,Pressure Ulcer,Traumatic & Environmental,vignette
p25,Dermatologist,1-3 years,,1-3 years,9,13,1006,2,D,Mycosis fungoides,D,Mycosis fungoides,True,D,D,True,True,True,False,True,True,False,False,1,2,False,True,diagnosis,Neoplastic,moderate,Mycosis Fungoides,Mycosis Fungoides,Malignant,vignette
p25,Dermatologist,1-3 years,,1-3 years,9,14,5693,2,A,Pautrier's microabscess,A,Pautrier's microabscess,True,A,A,True,True,True,False,True,True,False,False,0,2,False,False,diagnosis,Neoplastic,moderate,Mycosis Fungoides,Mycosis Fungoides,Malignant,vignette
p25,Dermatologist,1-3 years,,1-3 years,9,15,913,3,E,Frequent repositioning,E,Frequent repositioning,True,E,E,True,True,True,False,True,True,False,False,1,3,False,True,treatment,Other,common,Pressure Ulcer,Pressure Ulcer,Traumatic & Environmental,short_stem
p25,Dermatologist,1-3 years,,1-3 years,9,16,2828,1,D,Terbinafine,D,Terbinafine,True,D,D,True,True,True,False,True,True,False,False,0,1,False,False,treatment,Infectious,common,Tinea Capitis,Tinea Capitis,Fungal,short_stem
p26,Dermatologist,4-9 years,,4-9 years,9,1,1930,1,C,syphilis,C,syphilis,True,C,C,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Infectious,moderate,Syphilis,Syphilis,Bacterial,vignette
p26,Dermatologist,4-9 years,,4-9 years,9,2,3309,3,B,Behcet disease,B,Behcet disease,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,diagnosis,Inflammatory,moderate,Behcet Disease,Behçet's Disease,Neutrophilic,short_stem
p26,Dermatologist,4-9 years,,4-9 years,9,3,2222,3,C,Dermatitis herpetiformis,C,Dermatitis herpetiformis,True,C,C,True,True,True,False,True,True,False,False,3,3,True,True,diagnosis,Inflammatory,moderate,Dermatitis Herpetiformis,Dermatitis Herpetiformis,Autoimmune,vignette
p26,Dermatologist,4-9 years,,4-9 years,9,4,1318,3,D,Medication,B,Enzyme inhibition,False,A,A,False,False,True,False,False,False,False,False,1,3,False,True,diagnosis,Pigmentation,moderate,Melasma,Melasma,Hyperpigmentation,vignette
p26,Dermatologist,4-9 years,,4-9 years,9,5,6707,3,A,Autosomal dominant,A,Autosomal dominant,True,A,A,True,True,True,False,True,True,False,False,1,3,False,True,epidemiology,Genetic Rare,moderate,Neurofibromatosis Type 1,Neurofibromatosis Type 1,Syndromic,vignette
p26,Dermatologist,4-9 years,,4-9 years,9,6,2781,4,C,Xeroderma pigmentosum,C,Xeroderma pigmentosum,True,C,C,True,True,True,False,True,True,False,False,1,4,False,True,diagnosis,Genetic Rare,rare,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,vignette
p26,Dermatologist,4-9 years,,4-9 years,9,7,131,2,B,Saddle nose,B,Saddle nose,True,B,B,True,True,True,False,True,True,False,False,1,2,False,True,prognosis,Infectious,moderate,Congenital Syphilis,Congenital Syphilis,Bacterial,vignette
p26,Dermatologist,4-9 years,,4-9 years,9,8,325,1,B,CD1a,B,CD1a,True,D,B,False,True,True,True,False,True,True,False,1,1,True,True,diagnosis,Neoplastic,rare,Langerhans Cell Histiocytosis,Langerhans Cell Histiocytosis,Malignant,vignette
p26,Dermatologist,4-9 years,,4-9 years,9,9,250,3,D,Polyclonal T cell activation,D,Polyclonal T cell activation,True,A,A,False,False,True,False,False,False,False,False,1,3,False,True,mechanism,Infectious,moderate,Toxic Shock Syndrome,Toxic Shock Syndrome,Bacterial,vignette
p26,Dermatologist,4-9 years,,4-9 years,9,10,408,3,C,Lung cancer,A,Dental caries,False,B,B,False,False,True,False,False,False,False,False,0,3,False,False,prognosis,Inflammatory,moderate,Systemic Sclerosis,Systemic Sclerosis,Autoimmune,vignette
p26,Dermatologist,4-9 years,,4-9 years,9,11,1072,1,E,B7,E,B7,True,C,E,False,True,True,True,False,True,True,False,1,1,True,True,mechanism,Neoplastic,common,Melanoma,Melanoma,Malignant,vignette
p26,Dermatologist,4-9 years,,4-9 years,9,12,589,3,A,Frequent turning,A,Frequent turning,True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,treatment,Other,moderate,Pressure Ulcer,Pressure Ulcer,Traumatic & Environmental,vignette
p26,Dermatologist,4-9 years,,4-9 years,9,13,1006,2,D,Mycosis fungoides,D,Mycosis fungoides,True,D,D,True,True,True,False,True,True,False,False,1,2,False,True,diagnosis,Neoplastic,moderate,Mycosis Fungoides,Mycosis Fungoides,Malignant,vignette
p26,Dermatologist,4-9 years,,4-9 years,9,14,5693,2,A,Pautrier's microabscess,A,Pautrier's microabscess,True,A,A,True,True,True,False,True,True,False,False,0,2,False,False,diagnosis,Neoplastic,moderate,Mycosis Fungoides,Mycosis Fungoides,Malignant,vignette
p26,Dermatologist,4-9 years,,4-9 years,9,15,913,3,E,Frequent repositioning,E,Frequent repositioning,True,E,E,True,True,True,False,True,True,False,False,2,3,False,True,treatment,Other,common,Pressure Ulcer,Pressure Ulcer,Traumatic & Environmental,short_stem
p26,Dermatologist,4-9 years,,4-9 years,9,16,2828,1,D,Terbinafine,D,Terbinafine,True,D,D,True,True,True,False,True,True,False,False,0,1,False,False,treatment,Infectious,common,Tinea Capitis,Tinea Capitis,Fungal,short_stem
p28,Dermatologist,4-9 years,,4-9 years,10,1,9585,2,A,Non-caseating Granuloma,A,Non-caseating Granuloma,True,A,A,True,True,True,False,True,True,False,False,2,2,True,True,diagnosis,Metabolic Systemic,moderate,Sarcoidosis,Sarcoidosis,Systemic Disease Manifestations,vignette
p28,Dermatologist,4-9 years,,4-9 years,10,2,7153,1,D,Sturge-Weber syndrome,D,Sturge-Weber syndrome,True,D,D,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Other,moderate,Port-Wine Stain,Port-Wine Stain,Unclassified,vignette
p28,Dermatologist,4-9 years,,4-9 years,10,3,6317,3,B,located on buttock,B,located on buttock,True,C,D,False,False,True,True,False,False,False,False,0,3,False,False,diagnosis,Neoplastic,moderate,Dysplastic Nevus,Dysplastic Nevus,Premalignant,short_stem
p28,Dermatologist,4-9 years,,4-9 years,10,4,6161,3,B,Isotretinoin,B,Isotretinoin,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,treatment,Inflammatory,common,Acne Vulgaris,Acne Vulgaris,Neutrophilic,short_stem
p28,Dermatologist,4-9 years,,4-9 years,10,5,4934,1,A,Insect bite hypersensitivity,A,Insect bite hypersensitivity,True,A,A,True,True,True,False,True,True,False,False,0,1,False,False,diagnosis,Inflammatory,moderate,Insect Bite Hypersensitivity,Insect Bite Hypersensitivity,Vascular & Urticarial,vignette
p28,Dermatologist,4-9 years,,4-9 years,10,6,5149,1,C,Tzanck smear,C,Tzanck smear,True,C,C,True,True,True,False,True,True,False,False,0,1,False,False,diagnosis,Infectious,common,Herpes Simplex,Herpes Simplex Virus Infection,Viral,short_stem
p28,Dermatologist,4-9 years,,4-9 years,10,7,908,5,B,Gastric adenocarcinoma,D,Diabetes mellitus,False,B,B,True,True,True,False,False,False,False,False,4,5,False,True,diagnosis,Pigmentation,moderate,Acanthosis Nigricans,Acanthosis Nigricans,Hyperpigmentation,vignette
p28,Dermatologist,4-9 years,,4-9 years,10,8,7640,3,B,Langerhans cell histiocytosis,B,Langerhans cell histiocytosis,True,B,B,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Neoplastic,rare,Langerhans Cell Histiocytosis,Langerhans Cell Histiocytosis,Malignant,vignette
p28,Dermatologist,4-9 years,,4-9 years,10,9,2137,1,A,Capillaries,A,Capillaries,True,A,A,True,True,True,False,True,True,False,False,1,1,True,True,mechanism,Other,moderate,Port Wine Stain,Port-Wine Stain,Unclassified,short_stem
p28,Dermatologist,4-9 years,,4-9 years,10,10,806,3,A,Sensory neuropathy,A,Sensory neuropathy,True,A,A,True,True,True,False,True,True,False,False,3,3,True,True,prognosis,Infectious,common,Herpes Zoster,Herpes Zoster,Viral,vignette
p28,Dermatologist,4-9 years,,4-9 years,10,11,1685,4,A,Scleroderma,A,Scleroderma,True,A,A,True,True,True,False,True,True,False,False,3,4,False,True,epidemiology,Metabolic Systemic,moderate,Raynaud'S Phenomenon,Raynaud's Phenomenon,Systemic Disease Manifestations,short_stem
p28,Dermatologist,4-9 years,,4-9 years,10,12,980,3,C,Repositioning,C,Repositioning,True,C,C,True,True,True,False,True,True,False,False,3,3,True,True,treatment,Other,common,Pressure Ulcer,Pressure Ulcer,Traumatic & Environmental,vignette
p28,Dermatologist,4-9 years,,4-9 years,10,13,1115,2,E,Severe protein malnutrition,E,Severe protein malnutrition,True,E,E,True,True,True,False,True,True,False,False,2,2,True,True,diagnosis,Metabolic Systemic,rare,Kwashiorkor,Kwashiorkor,Nutritional,vignette
p28,Dermatologist,4-9 years,,4-9 years,10,14,1398,4,D,Renal failure,D,Renal failure,True,E,D,False,True,True,True,False,True,True,False,3,4,False,True,treatment,Infectious,common,Genital Herpes,Genital Herpes,Viral,vignette
p28,Dermatologist,4-9 years,,4-9 years,10,15,9083,2,A,Aromatic amino acids,A,Aromatic amino acids,True,B,A,False,True,True,True,False,True,True,False,0,2,False,False,mechanism,Pigmentation,rare,Albinism,Albinism,Hypopigmentation,vignette
p28,Dermatologist,4-9 years,,4-9 years,10,16,479,1,A,CNS degeneration,B,Valvular heart disease,False,D,D,False,False,True,False,False,False,False,False,0,1,False,False,prognosis,Infectious,moderate,Measles,Measles,Viral,vignette
p30,Dermatologist,1-3 years,,1-3 years,10,1,9585,2,A,Non-caseating Granuloma,A,Non-caseating Granuloma,True,B,A,False,True,True,True,False,True,True,False,2,2,True,True,diagnosis,Metabolic Systemic,moderate,Sarcoidosis,Sarcoidosis,Systemic Disease Manifestations,vignette
p30,Dermatologist,1-3 years,,1-3 years,10,2,7153,1,D,Sturge-Weber syndrome,D,Sturge-Weber syndrome,True,D,D,True,True,True,False,True,True,False,False,0,1,False,False,diagnosis,Other,moderate,Port-Wine Stain,Port-Wine Stain,Unclassified,vignette
p30,Dermatologist,1-3 years,,1-3 years,10,3,6317,3,B,located on buttock,B,located on buttock,True,D,D,False,False,True,False,False,False,False,False,0,3,False,False,diagnosis,Neoplastic,moderate,Dysplastic Nevus,Dysplastic Nevus,Premalignant,short_stem
p30,Dermatologist,1-3 years,,1-3 years,10,4,6161,3,B,Isotretinoin,B,Isotretinoin,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,treatment,Inflammatory,common,Acne Vulgaris,Acne Vulgaris,Neutrophilic,short_stem
p30,Dermatologist,1-3 years,,1-3 years,10,5,4934,1,A,Insect bite hypersensitivity,A,Insect bite hypersensitivity,True,D,C,False,False,True,True,False,False,False,False,0,1,False,False,diagnosis,Inflammatory,moderate,Insect Bite Hypersensitivity,Insect Bite Hypersensitivity,Vascular & Urticarial,vignette
p30,Dermatologist,1-3 years,,1-3 years,10,6,5149,1,C,Tzanck smear,C,Tzanck smear,True,C,C,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Infectious,common,Herpes Simplex,Herpes Simplex Virus Infection,Viral,short_stem
p30,Dermatologist,1-3 years,,1-3 years,10,7,908,5,B,Gastric adenocarcinoma,D,Diabetes mellitus,False,D,D,False,False,True,False,True,True,False,False,4,5,False,True,diagnosis,Pigmentation,moderate,Acanthosis Nigricans,Acanthosis Nigricans,Hyperpigmentation,vignette
p30,Dermatologist,1-3 years,,1-3 years,10,8,7640,3,B,Langerhans cell histiocytosis,B,Langerhans cell histiocytosis,True,B,B,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Neoplastic,rare,Langerhans Cell Histiocytosis,Langerhans Cell Histiocytosis,Malignant,vignette
p30,Dermatologist,1-3 years,,1-3 years,10,9,2137,1,A,Capillaries,A,Capillaries,True,A,A,True,True,True,False,True,True,False,False,1,1,True,True,mechanism,Other,moderate,Port Wine Stain,Port-Wine Stain,Unclassified,short_stem
p30,Dermatologist,1-3 years,,1-3 years,10,10,806,3,A,Sensory neuropathy,A,Sensory neuropathy,True,C,A,False,True,True,True,False,True,True,False,2,3,False,True,prognosis,Infectious,common,Herpes Zoster,Herpes Zoster,Viral,vignette
p30,Dermatologist,1-3 years,,1-3 years,10,11,1685,4,A,Scleroderma,A,Scleroderma,True,A,A,True,True,True,False,True,True,False,False,4,4,True,True,epidemiology,Metabolic Systemic,moderate,Raynaud'S Phenomenon,Raynaud's Phenomenon,Systemic Disease Manifestations,short_stem
p30,Dermatologist,1-3 years,,1-3 years,10,12,980,3,C,Repositioning,C,Repositioning,True,E,C,False,True,True,True,False,True,True,False,2,3,False,True,treatment,Other,common,Pressure Ulcer,Pressure Ulcer,Traumatic & Environmental,vignette
p30,Dermatologist,1-3 years,,1-3 years,10,13,1115,2,E,Severe protein malnutrition,E,Severe protein malnutrition,True,E,E,True,True,True,False,True,True,False,False,2,2,True,True,diagnosis,Metabolic Systemic,rare,Kwashiorkor,Kwashiorkor,Nutritional,vignette
p30,Dermatologist,1-3 years,,1-3 years,10,14,1398,4,D,Renal failure,D,Renal failure,True,D,D,True,True,True,False,True,True,False,False,1,4,False,True,treatment,Infectious,common,Genital Herpes,Genital Herpes,Viral,vignette
p30,Dermatologist,1-3 years,,1-3 years,10,15,9083,2,A,Aromatic amino acids,A,Aromatic amino acids,True,A,A,True,True,True,False,True,True,False,False,1,2,False,True,mechanism,Pigmentation,rare,Albinism,Albinism,Hypopigmentation,vignette
p30,Dermatologist,1-3 years,,1-3 years,10,16,479,1,A,CNS degeneration,B,Valvular heart disease,False,B,B,False,False,True,False,True,True,False,False,1,1,True,True,prognosis,Infectious,moderate,Measles,Measles,Viral,vignette
p29,Dermatologist,4-9 years,,4-9 years,10,1,9585,2,A,Non-caseating Granuloma,A,Non-caseating Granuloma,True,A,A,True,True,True,False,True,True,False,False,1,2,False,True,diagnosis,Metabolic Systemic,moderate,Sarcoidosis,Sarcoidosis,Systemic Disease Manifestations,vignette
p29,Dermatologist,4-9 years,,4-9 years,10,2,7153,1,D,Sturge-Weber syndrome,D,Sturge-Weber syndrome,True,D,D,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Other,moderate,Port-Wine Stain,Port-Wine Stain,Unclassified,vignette
p29,Dermatologist,4-9 years,,4-9 years,10,3,6317,3,B,located on buttock,B,located on buttock,True,D,B,False,True,True,True,False,True,True,False,1,3,False,True,diagnosis,Neoplastic,moderate,Dysplastic Nevus,Dysplastic Nevus,Premalignant,short_stem
p29,Dermatologist,4-9 years,,4-9 years,10,4,6161,3,B,Isotretinoin,B,Isotretinoin,True,C,C,False,False,True,False,False,False,False,False,3,3,True,True,treatment,Inflammatory,common,Acne Vulgaris,Acne Vulgaris,Neutrophilic,short_stem
p29,Dermatologist,4-9 years,,4-9 years,10,5,4934,1,A,Insect bite hypersensitivity,A,Insect bite hypersensitivity,True,A,A,True,True,True,False,True,True,False,False,0,1,False,False,diagnosis,Inflammatory,moderate,Insect Bite Hypersensitivity,Insect Bite Hypersensitivity,Vascular & Urticarial,vignette
p29,Dermatologist,4-9 years,,4-9 years,10,6,5149,1,C,Tzanck smear,C,Tzanck smear,True,C,C,True,True,True,False,True,True,False,False,1,1,True,True,diagnosis,Infectious,common,Herpes Simplex,Herpes Simplex Virus Infection,Viral,short_stem
p29,Dermatologist,4-9 years,,4-9 years,10,7,908,5,B,Gastric adenocarcinoma,D,Diabetes mellitus,False,B,D,True,False,True,True,False,True,True,False,4,5,False,True,diagnosis,Pigmentation,moderate,Acanthosis Nigricans,Acanthosis Nigricans,Hyperpigmentation,vignette
p29,Dermatologist,4-9 years,,4-9 years,10,8,7640,3,B,Langerhans cell histiocytosis,B,Langerhans cell histiocytosis,True,B,B,True,True,True,False,True,True,False,False,1,3,False,True,diagnosis,Neoplastic,rare,Langerhans Cell Histiocytosis,Langerhans Cell Histiocytosis,Malignant,vignette
p29,Dermatologist,4-9 years,,4-9 years,10,9,2137,1,A,Capillaries,A,Capillaries,True,A,A,True,True,True,False,True,True,False,False,1,1,True,True,mechanism,Other,moderate,Port Wine Stain,Port-Wine Stain,Unclassified,short_stem
p29,Dermatologist,4-9 years,,4-9 years,10,10,806,3,A,Sensory neuropathy,A,Sensory neuropathy,True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,prognosis,Infectious,common,Herpes Zoster,Herpes Zoster,Viral,vignette
p29,Dermatologist,4-9 years,,4-9 years,10,11,1685,4,A,Scleroderma,A,Scleroderma,True,A,A,True,True,True,False,True,True,False,False,4,4,True,True,epidemiology,Metabolic Systemic,moderate,Raynaud'S Phenomenon,Raynaud's Phenomenon,Systemic Disease Manifestations,short_stem
p29,Dermatologist,4-9 years,,4-9 years,10,12,980,3,C,Repositioning,C,Repositioning,True,C,C,True,True,True,False,True,True,False,False,2,3,False,True,treatment,Other,common,Pressure Ulcer,Pressure Ulcer,Traumatic & Environmental,vignette
p29,Dermatologist,4-9 years,,4-9 years,10,13,1115,2,E,Severe protein malnutrition,E,Severe protein malnutrition,True,E,E,True,True,True,False,True,True,False,False,2,2,True,True,diagnosis,Metabolic Systemic,rare,Kwashiorkor,Kwashiorkor,Nutritional,vignette
p29,Dermatologist,4-9 years,,4-9 years,10,14,1398,4,D,Renal failure,D,Renal failure,True,D,D,True,True,True,False,True,True,False,False,3,4,False,True,treatment,Infectious,common,Genital Herpes,Genital Herpes,Viral,vignette
p29,Dermatologist,4-9 years,,4-9 years,10,15,9083,2,A,Aromatic amino acids,A,Aromatic amino acids,True,B,A,False,True,True,True,False,True,True,False,2,2,True,True,mechanism,Pigmentation,rare,Albinism,Albinism,Hypopigmentation,vignette
p29,Dermatologist,4-9 years,,4-9 years,10,16,479,1,A,CNS degeneration,B,Valvular heart disease,False,A,A,True,True,True,False,False,False,False,False,1,1,True,True,prognosis,Infectious,moderate,Measles,Measles,Viral,vignette
p33,Dermatologist,4-9 years,,4-9 years,11,1,2919,2,D,Squamous cell carcinoma,D,Squamous cell carcinoma,True,D,D,True,True,True,False,True,True,False,False,1,2,False,True,diagnosis,Neoplastic,common,Squamous Cell Carcinoma,Squamous Cell Carcinoma,Malignant,vignette
p33,Dermatologist,4-9 years,,4-9 years,11,2,1661,3,B,Chloasma,B,Chloasma,True,B,B,True,True,True,False,True,True,False,False,3,3,True,True,diagnosis,Pigmentation,common,Melasma,Melasma,Hyperpigmentation,short_stem
p33,Dermatologist,4-9 years,,4-9 years,11,3,4794,3,A,Atopic dermatitis,A,Atopic dermatitis,True,A,A,True,True,True,False,True,True,False,False,3,3,True,True,diagnosis,Inflammatory,common,Atopic Dermatitis,Atopic Dermatitis,Eczematous,short_stem
p33,Dermatologist,4-9 years,,4-9 years,11,4,1216,3,D,Phlebotomy,D,Phlebotomy,True,D,D,True,True,True,False,True,True,False,False,3,3,True,True,treatment,Metabolic Systemic,moderate,Porphyria Cutanea Tarda,Porphyria Cutanea Tarda,Systemic Disease Manifestations,vignette
p33,Dermatologist,4-9 years,,4-9 years,11,5,1012,2,D,Measurement of erythrocyte glutathione reductase activity,D,Measurement of erythrocyte glutathione reductase activity,True,D,D,True,True,True,False,True,True,False,False,1,2,False,True,diagnosis,Metabolic Systemic,rare,Riboflavin Deficiency,Riboflavin Deficiency,Nutritional,vignette
p33,Dermatologist,4-9 years,,4-9 years,11,6,6703,3,A,Slit lamp examination of eye,A,Slit lamp examination of eye,True,A,A,True,True,True,False,True,True,False,False,3,3,True,True,diagnosis,Genetic Rare,moderate,Neurofibromatosis Type 1,Neurofibromatosis Type 1,Syndromic,short_stem
p33,Dermatologist,4-9 years,,4-9 years,11,7,1097,2,A,Dapsone,A,Dapsone,True,A,A,True,True,True,False,True,True,False,False,2,2,True,True,treatment,Infectious,moderate,Lepromatous Leprosy,Lepromatous Leprosy,Bacterial,vignette
p33,Dermatologist,4-9 years,,4-9 years,11,8,9636,2,D,Palisading nuclei,D,Palisading nuclei,True,D,D,True,True,True,False,True,True,False,False,1,2,False,True,diagnosis,Neoplastic,common,Basal Cell Carcinoma,Basal Cell Carcinoma,Malignant,short_stem
p33,Dermatologist,4-9 years,,4-9 years,11,9,6130,3,B,Isotretinoin,B,Isotretinoin,True,B,B,True,True,True,False,True,True,False,False,2,3,False,True,treatment,Inflammatory,common,Acne Vulgaris,Acne Vulgaris,Neutrophilic,short_stem
p33,Dermatologist,4-9 years,,4-9 years,11,10,323,4,A,Bilateral vestibular schwannomas,B,Optic nerve glioma,False,C,C,False,False,True,False,False,False,False,False,2,4,False,True,diagnosis,Genetic Rare,rare,Neurofibromatosis Type 2,Neurofibromatosis Type 2,Syndromic,vignette
p33,Dermatologist,4-9 years,,4-9 years,11,11,824,4,A,Excision endonuclease,A,Excision endonuclease,True,A,A,True,True,True,False,True,True,False,False,4,4,True,True,mechanism,Genetic Rare,rare,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,vignette
p33,Dermatologist,4-9 years,,4-9 years,11,12,1979,2,B,Dysplasia,B,Dysplasia,True,B,B,True,True,True,False,True,True,False,False,2,2,True,True,mechanism,Neoplastic,common,Actinic Keratosis,Actinic Keratosis,Premalignant,short_stem
p33,Dermatologist,4-9 years,,4-9 years,11,13,8604,3,A,Non-caseating Granuloma,A,Non-caseating Granuloma,True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Metabolic Systemic,moderate,Sarcoidosis,Sarcoidosis,Systemic Disease Manifestations,vignette
p33,Dermatologist,4-9 years,,4-9 years,11,14,401,4,D,Malignant melanoma,A,Colorectal cancer,False,D,D,True,True,True,False,False,False,False,False,0,4,False,False,prognosis,Genetic Rare,rare,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Genodermatoses,short_stem
p33,Dermatologist,4-9 years,,4-9 years,11,15,1120,4,C,Coronary artery,C,Coronary artery,True,C,C,True,True,True,False,True,True,False,False,4,4,True,True,prognosis,Inflammatory,moderate,Kawasaki Disease,Kawasaki Disease,Vascular & Urticarial,vignette
p33,Dermatologist,4-9 years,,4-9 years,11,16,7061,3,A,"HPV 6, 11",A,"HPV 6, 11",True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,mechanism,Infectious,common,Condyloma Acuminata,Condylomata Acuminata,Viral,short_stem
p32,Dermatologist,1-3 years,,1-3 years,11,1,2919,2,D,Squamous cell carcinoma,D,Squamous cell carcinoma,True,D,D,True,True,True,False,True,True,False,False,1,2,False,True,diagnosis,Neoplastic,common,Squamous Cell Carcinoma,Squamous Cell Carcinoma,Malignant,vignette
p32,Dermatologist,1-3 years,,1-3 years,11,2,1661,3,B,Chloasma,B,Chloasma,True,B,B,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Pigmentation,common,Melasma,Melasma,Hyperpigmentation,short_stem
p32,Dermatologist,1-3 years,,1-3 years,11,3,4794,3,A,Atopic dermatitis,A,Atopic dermatitis,True,A,A,True,True,True,False,True,True,False,False,2,3,False,True,diagnosis,Inflammatory,common,Atopic Dermatitis,Atopic Dermatitis,Eczematous,short_stem
p32,Dermatologist,1-3 years,,1-3 years,11,4,1216,3,D,Phlebotomy,D,Phlebotomy,True,D,D,True,True,True,False,True,True,False,False,1,3,False,True,treatment,Metabolic Systemic,moderate,Porphyria Cutanea Tarda,Porphyria Cutanea Tarda,Systemic Disease Manifestations,vignette
p32,Dermatologist,1-3 years,,1-3 years,11,5,1012,2,D,Measurement of erythrocyte glutathione reductase activity,D,Measurement of erythrocyte glutathione reductase activity,True,B,D,False,True,True,True,False,True,True,False,0,2,False,False,diagnosis,Metabolic Systemic,rare,Riboflavin Deficiency,Riboflavin Deficiency,Nutritional,vignette
